evolution_tree_id,pokemon_form_id,text_markup,text_html,grid_column,grid_row
257,634,,,1,1
257,635,{Moon Stone;ITEM;moon-stone},"<a href=""/items/moon-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Moon Stone</span><img src=""https://cdn.pokedb.org/ea8b2d9198b708b2aeb5dd65372550e5cb701da54811bbe8b866869f5646efadw20h20"" width=""20"" height=""20"" alt=""Item Icon for Moon Stone"" style=""width: 20px; height: 20px""></a>",2,1
258,636,,,1,1 / span 2
258,637,{Lv. 21;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 21</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1 / span 2
258,638,{Lv. 32;ITEM;rare-candy}<br/>{male;GENDER;MALE},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 32</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a><br><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">male</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/gender/genderM.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>",3,1
258,1307,{Lv. 32;ITEM;rare-candy}<br/>{female;GENDER;FEMALE},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 32</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a><br><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">female</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/gender/genderF.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>",3,2
259,639,,,1,1
259,640,{Lv. 27;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 27</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
260,641,,,1,1
260,642,{Lv. 25;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 25</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
260,643,{Trade;MISC;TRADE},"<span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Trade</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/trade.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>",3,1
261,644,,,1,1
261,645,{Lv. Up;ITEM;rare-candy} with high friendship,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> with high friendship",2,1
262,646,,,1,1
262,647,{Lv. 31;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 31</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
263,648,,,1,1
264,650,,,1,1
264,651,{Lv. 25;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 25</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
264,652,{Trade;MISC;TRADE},"<span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Trade</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/trade.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>",3,1
265,653,,,1,1
265,654,{Lv. 25;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 25</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
265,655,{Lv. 36;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 36</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
266,656,,,1,1
267,657,,,1,1
268,658,,,1,1
268,659,{Lv. 20;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 20</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
268,660,{Lv. Up;ITEM;rare-candy} with high friendship,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> with high friendship",3,1
269,661,,,1,1
269,662,{Lv. 22;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 22</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
269,663,{Lv. 30;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 30</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
270,664,,,1,1
270,665,{Sun Stone;ITEM;sun-stone},"<a href=""/items/sun-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Sun Stone</span><img src=""https://cdn.pokedb.org/38b90795eb90afca226b7010114d66881cd064a47a8c406b965df388e17702c7w20h20"" width=""20"" height=""20"" alt=""Item Icon for Sun Stone"" style=""width: 20px; height: 20px""></a>",2,1
271,666,,,1,1 / span 2
271,667,{Sun Stone;ITEM;sun-stone} outside of Hisui,"<a href=""/items/sun-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Sun Stone</span><img src=""https://cdn.pokedb.org/38b90795eb90afca226b7010114d66881cd064a47a8c406b965df388e17702c7w20h20"" width=""20"" height=""20"" alt=""Item Icon for Sun Stone"" style=""width: 20px; height: 20px""></a> outside of Hisui",2,1
271,668,{Sun Stone;ITEM;sun-stone} in Hisui,"<a href=""/items/sun-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Sun Stone</span><img src=""https://cdn.pokedb.org/38b90795eb90afca226b7010114d66881cd064a47a8c406b965df388e17702c7w20h20"" width=""20"" height=""20"" alt=""Item Icon for Sun Stone"" style=""width: 20px; height: 20px""></a> in Hisui",2,2
272,669,,,1 / span 2,1
272,670,,,1 / span 2,2
272,671,,,1,3 / span 2
272,1146,{Lv. Up;ITEM;rare-candy} after losing at least 294 {HP;STAT;HP} from recoil damage without fainting<br/>{male;GENDER;MALE},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> after losing at least 294 <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">HP</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_hp.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> from recoil damage without fainting<br><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">male</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/gender/genderM.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>",2,3
272,1147,{Lv. Up;ITEM;rare-candy} after losing at least 294 {HP;STAT;HP} from recoil damage without fainting<br/>{female;GENDER;FEMALE},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> after losing at least 294 <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">HP</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_hp.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> from recoil damage without fainting<br><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">female</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/gender/genderF.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>",2,4
273,672,,,1,1
273,673,{Lv. 29;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 29</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
273,674,{Lv. 40;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 40</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
274,675,,,1,1
274,677,{Lv. 35;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 35</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
274,676,,,1,2
274,679,{Ice Stone;ITEM;ice-stone},"<a href=""/items/ice-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Ice Stone</span><img src=""https://cdn.pokedb.org/708b3dd3236a71c0a373d6903488f91f31f81eae9556649b46cadbb41afc3bcdw20h20"" width=""20"" height=""20"" alt=""Item Icon for Ice Stone"" style=""width: 20px; height: 20px""></a>",2,2
275,681,,,1,1
276,682,,,1,1
276,683,{Lv. 34;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 34</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
277,684,,,1,1
277,685,{Lv. 39;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 39</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
278,686,,,1,1
279,687,,,1,1
279,689,{Lv. 34;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 34</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
279,688,,,1,2
279,1101,Travel under the large rock arch in Dusty Bowl after taking at least 49 {HP;STAT;HP} in damage from attacks without fainting,"Travel under the large rock arch in Dusty Bowl after taking at least 49 <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">HP</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_hp.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> in damage from attacks without fainting",2,2
280,690,,,1,1
280,691,{Lv. 37;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 37</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
281,692,,,1,1
281,693,{Lv. 37;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 37</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
282,694,,,1,1
282,695,{Lv. 36;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 36</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
283,696,,,1,1
283,698,{Lv. 30;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 30</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
283,697,,,1,2
283,699,{Lv. 30;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 30</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,2
284,700,,,1,1
284,701,{Shiny Stone;ITEM;shiny-stone},"<a href=""/items/shiny-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Shiny Stone</span><img src=""https://cdn.pokedb.org/0ddb72eea8b0f525ce0f07ca593408e369e3c60f7f4d5091bc5e2e44514620f0w20h20"" width=""20"" height=""20"" alt=""Item Icon for Shiny Stone"" style=""width: 20px; height: 20px""></a>",2,1
285,702,,,1,1
285,703,{Lv. 32;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 32</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
285,704,{Lv. 41;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 41</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
286,705,,,1,1
286,706,{Lv. 32;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 32</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
286,707,{Lv. 41;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 41</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
287,708,,,1,1
287,709,{Lv. 35;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 35</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
288,710,,,1,1
288,711,{Lv. 35;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 35</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
288,712,{Lv. 47;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 47</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
289,713,,,1,1
289,717,{Lv. 34;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 34</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
289,714,,,1,2
289,718,{Lv. 34;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 34</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,2
289,715,,,1,3
289,719,{Lv. 34;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 34</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,3
289,716,,,1,4
289,720,{Lv. 34;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 34</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,4
290,721,,,1,1
291,722,,,1,1
291,723,{Trade;MISC;TRADE} for {Shelmet;POKEMON;shelmet},"<span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Trade</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/trade.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> for <a href=""/pokemon/shelmet"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Shelmet</span><img src=""https://cdn.pokedb.org/c681c2f0e507d936d5670239655f17955d68844f1eb10603ca51cf16abe7b567w40h40"" width=""20"" height=""20"" alt=""Pokemon Image for Shelmet"" style=""width: 20px; height: 20px""></a>",2,1
292,724,,,1,1
292,725,{Lv. 39;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 39</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
293,726,,,1,1
293,727,{Lv. 40;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 40</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
293,1309,,,1,2
293,1310,{Lv. 40;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 40</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,2
294,728,,,1,1
295,729,,,1,1
295,730,{Lv. 36;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 36</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
296,731,,,1,1
296,732,{Lv. 40;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 40</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
297,733,,,1,1
297,734,{Lv. 38;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 38</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
297,735,{Lv. 49;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 49</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
298,736,,,1,1
298,737,{Lv. 39;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 39</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
298,738,{Thunder Stone;ITEM;thunder-stone},"<a href=""/items/thunder-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Thunder Stone</span><img src=""https://cdn.pokedb.org/c64cc6584539e36f1e5d9b9279e58937ad9026f3105a1422f5086c15b735d2f7w20h20"" width=""20"" height=""20"" alt=""Item Icon for Thunder Stone"" style=""width: 20px; height: 20px""></a>",3,1
299,739,,,1,1
299,740,{Lv. 42;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 42</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
300,741,,,1,1
300,742,{Lv. 41;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 41</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
